Monitoring Location,State,Temp_Min,Temp_Max,DO_Min,DO_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,N_Min,N_Max,Fecal_Min,Fecal_Max,Coliform_Min,Coliform_Max,Strepto_Min,Strepto_Max,Cluster
"RIVER CHANDRABHAGA AT D/S OF PANDHARPUR TOWN REAR VISHNUPANT MANDIR, VILLAGE. GOPALPUR, TALUKA. PANDHARPUR DISTRICT. SOLAPUR.",MAHARASHTRA,25.0,36.0,4.5,5.8,7.8,8.4,745.0,1824.0,4.2,9.0,0.3,3.35,10.0,175.0,140.0,900.0,5,25,0
RIVER GHATAPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA,24.0,29.0,6.1,8.7,7.8,8.7,196.0,884.0,1.1,3.0,3.23,28.19,350.0,540.0,920.0,1600.0,110,350,0
"RIVER GHATAPRABHA DAVALSHWAR BARRAGE
JACKWELL FOR DRINKING WATER SUPPLY",KARNATAKA,18.0,21.0,5.6,13.7,6.4,9.2,208.0,1258.0,1.8,5.2,3.95,55.36,350.0,920.0,920.0,1600.0,240,540,0
RIVER GHATAPRABHA AT D/S OF MUDHOL ROAD CROSS BDG.,KARNATAKA,17.0,20.0,5.6,13.7,6.3,9.1,268.0,1320.0,1.6,4.2,4.37,47.51,430.0,920.0,920.0,1600.0,240,540,0
"RIVER GHOD AT SHIRUR, VILLAGE. SHIRUR, TALUKA. SHIRUR, DISTRICT. PUNE.",MAHARASHTRA,26.0,27.0,4.6,6.1,7.5,8.4,431.0,1336.0,3.5,9.7,0.3,3.42,7.0,45.0,200.0,550.0,2,20,0
"RIVER INDRAYANI  AT U/S OF MOSHIGAON,VILLAGE- MOSHI, TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,25.0,29.0,4.8,6.1,7.0,7.8,216.0,777.0,2.2,8.3,0.3,7.25,8.0,70.0,85.0,900.0,2,30,0
"RIVER INDRAYANI AT D/S OF MOSHI VILLAGE. VILLAGE- MOSHI,  TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,29.0,5.2,5.8,7.0,7.9,210.0,784.0,3.2,8.4,0.3,3.41,10.0,115.0,170.0,550.0,4,20,0
"RIVER INDRAYANI AT D/S OF ALANDIGAON, VILLAGE. ALANDIGAON, TALUKA. HAWELI, DISTRICT. PUNE.",MAHARASHTRA,26.0,28.0,4.8,5.8,7.0,8.0,190.0,711.0,3.5,8.9,0.3,7.7,8.0,70.0,140.0,550.0,4,20,0
RIVER KAGINA D/S OF SEWAGE DISPOSAL POINT,KARNATAKA,24.0,32.0,6.7,8.8,7.7,8.5,340.0,610.0,1.7,4.0,0.31,3.4,49.0,63000.0,240.0,120000.0,,,0
RIVER KAGINA AT SHAHABAD BRIDGE,KARNATAKA,24.0,32.0,7.2,8.9,7.7,8.6,339.0,612.0,1.0,3.6,0.34,3.0,63.0,7000.0,540.0,16000.0,,,0
"RIVER KAGINA AT D/S OF BRIDGE CUM BARRAGE, SADEM",KARNATAKA,24.0,32.0,6.7,8.7,7.9,8.5,316.0,580.0,2.0,6.0,0.48,4.0,14.0,7900.0,20.0,160000.0,,,0
"RIVER KOYNA AT KARAD, VILLAGE- KARAD,TALUKA- KARAD, DISTRICT- SATARA.",MAHARASHTRA,26.0,32.0,5.4,6.7,7.5,8.1,65.0,239.0,2.0,5.0,0.3,2.84,7.0,35.0,110.0,350.0,2,13,0
RIVER MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA,22.0,29.0,5.6,8.4,6.5,8.8,190.0,268.0,1.3,2.9,1.65,15.25,350.0,920.0,920.0,1600.0,130,540,0
"RIVER MALAPRABHA AT WATER ABSTRACTION POINT TO HUBLI, DHARWAD",KARNATAKA,24.0,32.0,5.6,8.8,7.7,8.7,268.0,518.0,1.1,3.0,1.23,23.04,280.0,920.0,920.0,1600.0,170,540,0
RIVER MALAPRABHA AT BADAMI BRIDGE,KARNATAKA,18.0,22.0,5.0,11.5,7.6,8.8,708.0,1868.0,1.0,3.8,5.55,37.28,540.0,920.0,920.0,1600.0,240,540,0
RIVER MALAPRABHA AT D/S OF AIHOLE TOWN,KARNATAKA,18.0,21.0,5.0,11.7,8.1,8.7,758.0,1748.0,1.0,4.6,3.48,38.24,350.0,920.0,1600.0,1600.0,240,540,0
RIVER MARKANDEYA AT RAKKASAKOPPA RESRVOIR,KARNATAKA,20.0,26.0,5.1,8.3,6.9,9.0,190.0,270.0,1.0,2.8,2.02,14.18,270.0,920.0,920.0,1600.0,110,540,0
"RIVER MULA AT AUNDH BRIDGE, VILLAGE-
AUNDHGAON,TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,27.0,29.0,4.3,5.4,7.0,7.9,249.0,805.0,5.2,16.0,0.3,4.95,10.0,195.0,200.0,1600.0,4,30,0
"RIVER MULA AT HARRISON BRIDGE NEAR MULA- PAWANA SANGAM, VILLAGE- BOPODI,TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,27.5,29.0,3.4,5.1,7.0,8.1,246.0,728.0,5.4,25.0,0.3,3.62,14.0,225.0,275.0,1800.0,7,45,0
"RIVER MULA-MUTHA  AT MUNDHAWA BRIDGE,VILLAGE- MUNDHAWA,TALUKA- HAWELI,DISTRICT- PUNE.",MAHARASHTRA,27.0,29.0,3.6,4.6,7.1,7.9,337.0,667.0,11.0,21.0,0.3,3.12,20.0,170.0,540.0,1800.0,8,30,0
"RIVER MULA-MUTHA AT D/S OF THEUR, VILLAGE.
THEUR, TALUKA. HAWELI, DISTRICT. PUNE.",MAHARASHTRA,25.0,28.0,4.3,5.1,7.0,7.8,326.0,693.0,7.0,13.5,0.3,2.43,13.0,110.0,280.0,1600.0,4,20,0
"RIVER MUNNERU B/C WITH KRISHNA, KEESARA (V & M)","ANDHRA
PRADESH",26.0,26.0,6.9,7.7,7.6,8.1,585.0,998.0,2.4,2.9,1.26,1.92,3.0,28.0,39.0,470.0,2,3,0
"RIVER KRISHNA - D/S OF MUNNERU RIVER, PRAKASH
NAGAR, KHAMMAM",TELANGANA,24.8,30.7,4.6,6.1,7.2,8.3,343.0,802.0,1.0,3.2,0.92,3.4,2.0,2.0,23.0,49.0,2,2,0
"RIVER MUTHA  AT KHADAKVASLA DAM, VILLAGE- KHADAKVASLA,TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,25.0,28.0,5.8,6.6,7.3,8.0,59.0,155.0,2.2,3.2,0.3,1.22,4.0,40.0,80.0,350.0,2,9,0
"RIVER MUTHA AT DECCAN BRIDGE, VILLAGE- DECCAN,TALUKA- PUNE, DISTRICT- PUNE.",MAHARASHTRA,27.5,29.0,2.5,3.9,6.8,7.8,394.0,589.0,21.3,29.0,0.3,3.12,25.0,550.0,900.0,1800.0,9,50,0
"RIVER MUTHA  NEAR VEER SAVARKAR BHAVAN,
VILLAGE- PUNE  M.C, TALUKA- PUNE, DISTRICT -PUNE.",MAHARASHTRA,27.5,29.0,2.7,4.1,6.9,7.8,433.0,568.0,21.0,29.0,0.3,3.05,20.0,350.0,900.0,1800.0,9,55,0
"RIVER MUTHA AT SANGAM BRIDGE NEAR GANAPATHYGHAT, VILLAGE. SHIVAJI NAGAR, TALUKA.
PUNE, DISTRICT. PUNE.",MAHARASHTRA,27.0,29.0,2.8,4.1,6.9,7.8,376.0,609.0,19.8,30.0,0.3,2.55,30.0,350.0,550.0,1800.0,10,50,0
"RIVER PALLERU B/C WITH KRISHNA, JAGGAIAPET (V &M)",ANDHRA PRADESH,25.0,27.0,7.1,7.9,7.5,8.1,880.0,1170.0,2.6,2.9,0.95,1.96,3.0,28.0,39.0,470.0,2,4,0
"RIVER PANCHAGANGA AT U/S OF KOLHAPUR TOWN NEAR BALINGA PUMPING STATION, VILLAGE-BALINGA,
TALUKA- KARVIR, DISTRICT- KOLHAPUR.",MAHARASHTRA,24.0,27.0,5.3,7.8,7.4,8.1,85.0,192.0,1.8,3.0,0.39,2.59,6.0,11.0,24.0,39.0,2,2,0
"RIVER PANCHAGANGA AT D/S OF KOLHAPUR TOWN AT GANDHI NAGAR NEAR NH.4 BRIDGE AND MIDC, VILLAGE. UCHEGAON, TALUKA. KOLHAPUR, DISTRICT.
KOLHAPUR.",MAHARASHTRA,24.0,27.0,5.6,7.6,7.4,8.5,83.0,223.0,1.8,3.0,0.36,2.53,6.0,12.0,22.0,47.0,2,2,0
"RIVER PANCHAGANGA AT ICHALKARANJI NEAR MIDC INTAKE WELL. VILLAGE. SHIRADHWAD (ICHALKARANJI
GHAT), TALUKA.HATKANANGALE, DISTRICT. KOLHAPUR.",MAHARASHTRA,24.0,28.0,5.6,7.8,7.3,8.6,84.0,734.0,1.8,3.8,0.82,3.43,6.0,10.0,25.0,47.0,2,2,0
"RIVER PANCHAGANGA AT SHIROL NEAR SHIROL INTAKE WELL, VILLAGE- SHIROL, TALUKA- SHIROL, DISTRICT- KOLHAPUR.",MAHARASHTRA,24.0,28.0,5.4,7.7,7.6,8.5,155.0,1029.0,1.8,3.0,0.66,3.26,4.0,9.0,21.0,47.0,2,2,0
"RIVER PAWANA AT SANGAVIGAON,  VILLAGE- SANGAVIGAON, TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,28.0,3.1,4.4,7.0,7.9,223.0,705.0,12.0,27.0,0.3,4.98,12.0,275.0,350.0,1600.0,6,30,0
"RIVER PAWANA AT RAVET WEIR, VILLAGE. RAVET, TALUKA. HAWELI, DISTRICT. PUNE.",MAHARASHTRA,26.0,28.0,5.3,6.5,7.0,8.0,114.0,276.0,2.4,4.8,0.3,1.42,4.0,30.0,85.0,275.0,2,17,0
"RIVER PAWANA AT CHINCHWADGAON, VILLAGE. CHINCHWADGAON, TALUKA. HAWELI, DISTRICT. PUNE.",MAHARASHTRA,26.0,28.0,4.2,5.8,6.9,8.0,190.0,594.0,4.8,13.0,0.3,4.42,11.0,95.0,350.0,1800.0,4,35,0
"RIVER PAWANA  AT PIMPRIGAON, VILLAGE- PIMPRIGAON, TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,28.0,3.2,4.9,7.0,7.9,245.0,830.0,9.0,31.0,0.3,4.39,14.0,550.0,425.0,1800.0,6,50,0
"RIVER PAWANA  AT KASARWADI, VILLAGE- KASARWADI, TALUKA- HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,28.0,3.7,4.4,7.0,7.8,243.0,679.0,13.0,24.0,0.3,3.72,12.0,195.0,425.0,1800.0,8,35,0
"RIVER PAWANA  AT  DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,  VILLAGE- DAPODI, TALUKA- HAWELI,
DISTRICT- PUNE.",MAHARASHTRA,25.0,28.0,2.9,4.3,7.0,7.9,229.0,754.0,13.5,28.0,0.3,3.08,14.0,195.0,540.0,1800.0,7,45,0
"RIVER SINA   NEAR LABOTI TOLL NAKA, VILLAGE. LABOTI, TALUKA. MOHAL, DISTRICT. SOLAPUR.",MAHARASHTRA,28.0,35.0,4.4,5.6,7.7,8.6,755.0,1826.0,4.4,10.9,1.08,1.89,9.0,25.0,115.0,275.0,4,9,0
RIVER TUNGA AT D/S OF SHIMOGA TOWN,KARNATAKA,26.0,28.0,0.5,9.3,6.5,7.7,88.0,360.0,1.2,8.0,0.3,2.82,110.0,940.0,1400.0,3500.0,,,0
RIVER TUNGA U/S SHIVAMOGGA CITY,KARNATAKA,25.0,28.0,5.0,9.7,6.5,8.1,66.0,220.0,1.0,2.5,0.3,0.92,17.0,46.0,210.0,540.0,,,0
RIVER TUNGABHADRA AT CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,KARNATAKA,25.0,28.0,6.3,8.2,6.8,8.1,100.0,193.0,1.0,3.0,0.3,1.1,4.0,43.0,220.0,540.0,,,0
RIVER TUNGABHADRA AT HONNALI BRIDGE,KARNATAKA,25.0,30.0,7.0,7.6,7.4,8.5,92.0,350.0,1.0,2.8,0.3,1.2,17.0,170.0,170.0,1500.0,,,0
RIVER TUNGABHADRA AT HARALAHALLI BRIDGE,KARNATAKA,27.0,30.0,7.0,7.6,7.4,8.5,123.0,750.0,1.4,3.0,0.3,1.2,17.0,210.0,170.0,1700.0,,,0
RIVER TUNGABHADRA AT NEW BRIDGE,KARNATAKA,25.0,29.0,7.0,7.4,7.1,8.5,102.0,370.0,1.1,3.0,0.3,1.57,4.0,200.0,140.0,1700.0,,,0
RIVER TUNGABHADRA AT D/S OF HARIHAR POLYFIBERS,KARNATAKA,26.0,30.0,6.1,6.8,7.0,8.2,250.0,1900.0,3.2,6.2,0.43,2.64,11.0,94.0,170.0,920.0,,,0
RIVER TUNGABHADRA AT U/S OF HARIHAR POLYFIBERS,KARNATAKA,25.0,29.0,6.9,7.4,7.1,8.5,96.0,360.0,1.2,3.0,0.3,1.53,11.0,130.0,220.0,1600.0,,,0
RIVER TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,KARNATAKA,26.0,30.0,6.7,7.0,7.1,8.3,128.0,610.0,3.2,5.2,0.32,1.77,700.0,4700.0,4300.0,43000.0,,,0
RIVER TUNGABHADRA AT JACKWELL POINT,KARNATAKA,27.0,30.0,6.1,6.9,7.0,8.5,133.0,1400.0,2.2,4.6,0.34,1.44,13.0,200.0,350.0,1300.0,,,0
RIVER TUNGABHADRA AT NADIHARALAHALLI,KARNATAKA,27.0,28.0,6.7,7.8,7.1,8.2,119.0,1070.0,2.0,4.2,0.94,1.4,21.0,280.0,280.0,2800.0,,,0
RIVER TUNGABHADRA  AT AIRANI,KARNATAKA,27.0,30.0,6.8,7.4,7.6,8.4,116.0,900.0,1.8,3.4,0.63,1.34,17.0,110.0,220.0,1600.0,,,0
RIVER TUNGABHADRA AT ARAVI,KARNATAKA,27.0,31.0,6.9,7.3,7.7,8.5,152.0,790.0,1.1,2.8,0.3,1.5,9.0,91.0,170.0,840.0,,,0
RIVER TUNGABHADRA AT HIREBIDARI,KARNATAKA,27.0,30.0,7.0,8.3,7.7,8.3,120.0,970.0,1.5,3.5,0.62,2.45,17.0,140.0,240.0,1200.0,,,0
RIVER TUNGABHADRA AT KONANATHAMBIGE,KARNATAKA,27.0,32.0,7.0,10.5,7.6,8.4,136.0,850.0,1.0,3.6,0.65,1.41,18.0,140.0,170.0,1400.0,,,0
RIVER TUNGABHADRA AT SOMALAPURA,KARNATAKA,27.0,31.0,7.0,10.2,7.1,8.5,137.0,820.0,1.0,6.6,0.66,1.43,21.0,120.0,350.0,1100.0,,,0
RIVER TUNGABHADRA AT KURUVATHI,KARNATAKA,27.0,34.0,7.1,11.8,7.3,8.5,145.0,660.0,1.0,3.0,0.72,1.22,33.0,940.0,130.0,5400.0,,,0
RIVER TUNGABHADRA AT MYLARA,KARNATAKA,27.0,31.0,7.2,7.5,7.4,8.5,164.0,770.0,1.6,3.0,0.4,1.5,13.0,630.0,110.0,4300.0,,,0
RIVER TUNGABHADRA AT D/S OF GANGAWATHI,KARNATAKA,22.0,30.0,7.1,7.8,7.3,8.5,328.0,900.0,2.0,3.0,0.3,3.34,280.0,490.0,1600.0,2800.0,,,0
RIVER TUNGABHADRA AT ULENOOR,KARNATAKA,17.0,29.0,0.3,7.8,6.5,8.4,69.0,2430.0,1.0,78.0,0.32,8.0,48.0,4800000.0,79.0,54000000.0,2,17,0
"RIVER TUNGABHADRA AT DADESUGUR BRIDGE
GAUGING STATION",KARNATAKA,27.0,32.0,6.8,8.7,8.3,8.6,676.0,2050.0,2.5,3.5,1.1,4.0,280.0,700.0,1600.0,2800.0,,,0
RIVER TUNGABHADRA AT HOCHECHALLI (BANGALORE),KARNATAKA,24.0,28.0,7.2,12.2,8.2,8.7,921.0,2560.0,1.0,1.0,0.0,1.52,70.0,790.0,280.0,5400.0,,,0
RIVER TUNGABHADRA AT MANTHRALAYAM (V & M),ANDHRA PRADESH,21.0,29.0,5.3,6.4,7.3,8.0,964.0,1652.0,1.0,2.7,0.46,1.51,163.0,615.0,602.0,1553.0,,,0
"RIVER TUNGABHADRA AT KURNOOL U/S, BHAVAPURAM
(V), KURNOOL (M)","ANDHRA
PRADESH",22.0,28.0,5.2,6.3,7.3,8.1,1360.0,1698.0,1.7,2.5,0.53,2.24,177.0,479.0,549.0,1203.0,,,0
"RIVER TUNGABHADRA, UPSTREAM OF KURNOOL TOWN BEFORE JOINING CITY DOMESTIC SEWAGE AND AFTER
M/S RAYALASEEMA ALKALIES INDUSTRIES NEAR SIVALAYAM TEMPLE, GONDIPARLA (V), KURNOOL (M)",ANDHRA PRADESH,18.0,27.0,5.0,5.9,6.8,7.9,1329.0,2263.0,1.3,2.8,0.52,1.46,162.0,549.0,613.0,1553.0,,,0
"RIVER TUNGABHADRA, DOWNSTREAM OF KURNOOL TOWN AFTER JOINING CITY DOMESTIC SEWAGE,
PADIDEMPADU (V),",ANDHRA PRADESH,21.0,28.0,5.1,5.7,7.0,7.8,720.0,1720.0,1.0,2.8,1.09,1.84,177.0,689.0,649.0,1986.0,,,0
"RIVER UPPUTERU BEFORE CONFLUENCE WITH SEA, AT
CHINNA GOLLAPALEM  (V), KRUTHIVENNU (M)","ANDHRA
PRADESH",24.0,26.0,5.8,6.7,7.6,8.0,34400.0,54200.0,2.3,2.9,0.66,1.24,3.0,14.0,36.0,210.0,2,3,0
"RIVER URMODI  AT NAGTHNE KT WARE, VILLAGE- NAGTHANE,TALUKA- SATARA, DISTRICT- SATARA.",MAHARASHTRA,25.0,33.5,4.9,6.4,7.3,8.3,174.0,887.0,3.0,5.2,0.3,1.83,8.0,40.0,95.0,425.0,4,14,0
"RIVER VEL AT SHIKRAPUR, VILLAGE. SHIKRAPUR, TALUKA. SHIRUR, DISTRICT. PUNE.",MAHARASHTRA,26.0,29.0,5.0,6.1,7.9,8.0,177.0,582.0,4.0,8.4,0.3,0.3,14.0,110.0,350.0,425.0,6,17,0
"RIVER PENNAR B/C WITH CHITRAVATHI, TADIPATRI (M),
VENGANUR (V)","ANDHRA
PRADESH",23.0,34.0,5.3,5.9,7.3,8.0,683.0,1263.0,1.2,2.8,0.61,1.61,203.0,613.0,816.0,1553.0,,,0
"RIVER PENNAR A/C WITH PAPAGNI, PUSHPAGIRI (V),VALLUR (M)",ANDHRA PRADESH,22.0,28.0,5.5,6.2,7.3,8.1,806.0,1298.0,1.0,2.5,0.69,1.43,185.0,395.0,575.0,1300.0,,,0
"RIVER PENNAR A/C WITH CHEYYURU, SOMASILA (V), ANANTHASAGARAM (M)",ANDHRA PRADESH,17.0,20.0,6.8,8.3,7.5,8.2,728.0,1080.0,2.6,2.8,0.54,1.46,3.0,14.0,64.0,470.0,2,3,0
RIVER PENNAR AT SIDDAVATAM (V & M),ANDHRA PRADESH,20.0,28.0,5.0,6.4,6.6,7.7,835.0,1451.0,1.0,2.7,0.38,1.7,151.0,381.0,575.0,1049.0,,,0
"RIVER KUNDU, NANDYAL, NEAR OVER BDG.,NANDYAL
TOWN","ANDHRA
PRADESH",15.0,29.0,3.4,5.9,6.9,7.7,876.0,1310.0,2.2,3.6,0.75,2.38,235.0,649.0,770.0,1986.0,,,0
"CHUNNAMBAR RIVER, KILINJIKUPPAM ROAD,
NONANKUPPAM, PUDUCHERRY.",PUDUCHERRY,29.0,35.0,6.3,13.7,8.1,9.4,856.0,1605.0,2.0,9.0,0.0,0.32,2.0,1600.0,170.0,1600.0,2,280,0
RIVER CAUVERY AT NAPOKULU BDG (D/S),KARNATAKA,17.0,26.0,6.3,7.7,7.0,8.7,48.0,170.0,1.0,2.5,0.3,1.0,17.0,43.0,210.0,350.0,,,0
RIVER CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI),KARNATAKA,18.0,27.0,6.2,7.7,7.2,8.6,63.0,326.0,1.0,3.0,0.3,1.9,32.0,78.0,240.0,630.0,,,0
"RIVER CAUVERY AT KRS DAM, BALAMURIKSHETRA",KARNATAKA,19.0,28.0,6.1,7.0,7.0,8.6,143.0,489.0,1.0,4.0,0.78,3.4,83.0,170.0,940.0,1300.0,,,0
"RIVER CAUVERY AT SRI RANGAPATTANNA, D/S OF
ROAD BDG.",KARNATAKA,20.0,29.0,5.7,6.7,7.8,8.5,221.0,518.0,2.0,4.5,0.75,4.1,110.0,270.0,1300.0,2400.0,,,0
RIVER CAUVERY AT D/S OF KAREKUARA VILLAGE,KARNATAKA,19.0,29.0,5.5,6.9,7.7,8.7,158.0,438.0,2.0,4.0,1.4,2.8,110.0,210.0,1200.0,1700.0,,,0
RIVER CAUVERY AT SATHYAGALAM BRIDGE,KARNATAKA,21.0,33.0,5.4,7.0,7.9,8.6,215.0,485.0,1.0,3.5,1.16,2.4,110.0,210.0,1100.0,1700.0,,,0
RIVER CAUVERY AT BANNUR BRIDGE,KARNATAKA,23.0,28.0,5.7,7.1,8.0,8.5,195.0,495.0,1.0,3.5,0.97,2.8,110.0,170.0,1100.0,1700.0,,,0
RIVER CAUVERY AT RANGANATHITTU,KARNATAKA,19.0,28.0,6.2,6.9,7.6,8.5,160.0,457.0,1.8,3.0,0.48,3.3,110.0,210.0,1100.0,1500.0,,,0
RIVER CAUVERY AT KRS DAM MANDYA,KARNATAKA,19.0,29.0,6.1,7.1,7.5,8.7,140.0,564.0,1.0,3.0,0.96,2.9,83.0,170.0,700.0,2100.0,,,0
RIVER CAUVERY AT WATER SUPPLY INTAKE POINT TO SRIRANGAPATNA TOWN,KARNATAKA,20.0,29.0,5.7,6.4,7.5,8.6,203.0,586.0,2.5,4.0,0.72,3.9,110.0,260.0,1200.0,2300.0,,,0
"RIVER CAUVERY AT WATER SUPPLY INTAKE POINT TO
MANDYA TOWN",KARNATAKA,20.0,29.0,5.8,6.7,7.3,8.6,216.0,704.0,2.0,4.5,0.71,4.1,93.0,320.0,1100.0,2100.0,,,0
RIVER CAUVERY D/S OF KR NAGAR BRIDGE,KARNATAKA,21.0,30.0,5.9,7.0,7.3,8.6,140.0,535.0,1.0,3.5,0.56,4.3,68.0,220.0,840.0,1300.0,,,0
RIVER CAUVERY U/S OF KR NAGAR,KARNATAKA,21.0,30.0,6.3,7.2,7.4,8.6,120.0,493.0,1.0,3.0,0.48,2.9,68.0,93.0,700.0,1100.0,,,0
RIVER CAUVERY D/S OF KUSHALANAGAR TOWN,KARNATAKA,17.0,27.0,6.2,7.7,7.3,8.6,66.0,326.0,1.0,3.0,0.32,1.8,32.0,68.0,240.0,700.0,,,0
RIVER CAUVERY AT WATER SUPPLY INTAKE POINT TO MYSORE,KARNATAKA,18.0,28.0,6.2,7.4,7.6,8.6,152.0,462.0,1.0,3.0,1.1,2.9,68.0,120.0,230.0,1100.0,,,0
RIVER CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI,KARNATAKA,19.0,27.0,6.5,7.3,8.0,8.7,218.0,481.0,1.0,3.0,0.75,2.4,68.0,110.0,700.0,1500.0,,,0
RIVER CAUVERY AT WATER SUPPLY INTAKE POINT AT KOLLEGALA DASANAPURA,KARNATAKA,23.0,33.0,5.2,6.8,7.9,8.7,205.0,492.0,2.0,4.0,1.0,3.4,78.0,260.0,940.0,1700.0,,,0
"RIVER CAUVERY AT WATER SUPPLY INTAKE POINT AT
TORE KADANA HALLI",KARNATAKA,19.0,28.0,6.3,7.3,7.9,8.7,218.0,480.0,1.0,3.0,0.84,2.7,61.0,110.0,630.0,1200.0,,,0
RIVER CAUVERY BEFORE CONFLUENCE AT SANGAM,KARNATAKA,25.0,36.0,3.6,6.9,7.2,8.1,269.0,1144.0,4.0,12.0,1.0,5.0,22.0,9400.0,79.0,92000.0,,,0
"RIVER CAUVERY D/S BHARACHUKI FALLS, SATHEGALA, KOLLEGALA",KARNATAKA,22.0,31.0,6.2,7.0,7.0,8.7,217.0,484.0,1.0,3.0,0.96,3.2,78.0,170.0,840.0,1400.0,,,0
RIVER CAUVERY D/S AT BHAGAMANDALA BRIDGE,KARNATAKA,16.0,27.0,6.5,7.8,6.8,8.9,48.0,127.0,1.0,2.5,0.3,1.0,17.0,41.0,210.0,350.0,,,0
"RIVER CAUVERY D/S AT KANIVE RAMALINGESWARA TEMPLE BRIDGE, KUSHALANAGAR",KARNATAKA,17.0,27.0,6.6,7.6,7.2,8.8,58.0,333.0,1.0,3.0,0.3,2.2,21.0,92.0,220.0,1200.0,,,0
RIVER CAUVERY AT AJJIBORE (BANGALORE),KARNATAKA,25.0,26.0,7.0,7.7,8.0,8.8,329.0,586.0,1.0,1.0,0.0,1.72,11.0,79.0,350.0,350.0,,,0
RIVER CAUVERY AT METTUR,TAMIL NADU,23.0,31.0,5.2,6.5,7.0,8.9,340.0,1596.0,1.0,2.7,0.32,0.55,5.0,17.0,13.0,39.0,,,0
RIVER CAUVERY AT PALLIPPALAYAM,TAMIL NADU,24.0,30.0,5.9,6.7,7.2,8.3,304.0,1204.0,1.0,2.7,0.32,1.22,7.0,33.0,14.0,140.0,,,0
"RIVER CAUVERY AT ERODE NEAR VIRAPALAYAM,",TAMIL NADU,28.0,37.0,5.2,6.5,7.1,8.3,335.0,1177.0,1.0,3.1,0.32,3.42,14.0,26.0,26.0,70.0,,,0
"RIVER CAUVERY AT PUGALUR, KARUR, TAMILNADU",TAMIL NADU,26.0,35.0,5.6,7.3,7.6,8.3,531.0,1085.0,1.0,2.8,0.32,0.75,2.0,21.0,8.0,47.0,,,0
"RIVER CAUVERY AT MOHANUR NEAR PATTAIPALAYAM,
TAMILNADU",TAMIL NADU,3.0,33.0,5.5,6.7,7.6,8.6,500.0,1336.0,1.0,2.7,0.32,0.92,9.0,24.0,17.0,39.0,,,0
"RIVER CAUVERY AT THIRUMUKKUDAL-CONFL. PT.OF R.
AMRAVATI, TAMILNADU",TAMIL NADU,26.0,34.0,5.6,6.8,7.5,8.4,373.0,1260.0,1.0,2.5,0.32,1.21,2.0,27.0,5.0,130.0,,,0
RIVER CAUVERY AT MUSIRI,TAMIL NADU,25.0,31.0,6.4,8.8,7.1,8.4,426.0,978.0,1.0,3.0,0.32,2.12,6.0,78.0,14.0,400.0,,,0
"RIVER CAUVERY AT PETTAIVAITHALAI, TRICHY,",TAMIL NADU,25.0,32.0,4.5,7.9,7.2,8.5,392.0,932.0,1.0,4.0,0.32,2.08,7.0,170.0,17.0,940.0,,,0
"RIVER CAUVERY AT TIRUCHIRAPPALLI U/S, TAMILNADU",TAMIL NADU,25.0,32.0,4.2,7.9,7.1,8.3,384.0,904.0,1.0,3.0,0.32,2.22,7.0,45.0,24.0,140.0,,,0
"RIVER CAUVERY AT TIRUCHIRAPPALLI D/S, TAMILNADU",TAMIL NADU,24.0,31.0,5.7,8.0,7.3,8.5,472.0,1016.0,1.0,3.0,0.32,18.12,7.0,93.0,21.0,330.0,,,0
"RIVER CAUVERY AT TRICHY, GRAND ANAICUT,",TAMIL NADU,23.0,28.0,4.5,7.9,7.3,8.1,472.0,946.0,1.0,2.9,0.32,6.48,2.0,68.0,8.0,680.0,,,0
"RIVER CAUVERY AT KARUTHATTANUDI  THANJAVUR,",TAMIL NADU,24.0,32.0,5.6,7.9,7.3,8.4,395.0,890.0,1.0,2.8,0.32,2.36,2.0,20.0,4.0,450.0,,,0
"RIVER CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM,",TAMIL NADU,23.0,23.0,5.9,6.2,7.8,8.0,583.0,627.0,1.0,1.0,0.32,0.5,14.0,14.0,26.0,31.0,,,0
"RIVER CAUVERY AT KOMARAPALAYAM, NAMAKAL,",TAMIL NADU,25.0,30.0,5.8,6.5,7.4,8.3,368.0,839.0,1.0,2.4,0.32,1.49,11.0,27.0,17.0,110.0,,,0
